Marks,Interest,Skill,Hobby,Personality,IQ,Career,Sector
92,Commerce,Coding,Drawing,Ambivert,111,Bank Officer,Public
52,Commerce,Analysis,Reading,Introvert,132,Auditor,Private
80,Medical,Communication,Drawing,Introvert,112,Government Doctor,Public
88,Commerce,Coding,Drawing,Extrovert,138,Financial Analyst,Private
50,Tech,Coding,Reading,Introvert,83,Web Developer,Private
61,Arts,Analysis,Music,Extrovert,98,Writer,Private
57,Commerce,Communication,Gaming,Extrovert,121,Chartered Accountant,Private
74,Medical,Analysis,Sports,Ambivert,118,Nurse,Private
78,Arts,Creativity,Gaming,Ambivert,135,Writer,Private
81,Medical,Coding,Music,Extrovert,132,Doctor,Private
82,Arts,Creativity,Music,Introvert,89,Writer,Private
80,Tech,Creativity,Drawing,Introvert,120,AI Engineer,Private
62,Medical,Coding,Music,Extrovert,122,Nurse,Private
89,Tech,Creativity,Gaming,Ambivert,116,Web Developer,Private
100,Tech,Creativity,Reading,Ambivert,111,Software Engineer,Private
80,Commerce,Communication,Gaming,Introvert,134,Bank Officer,Public
89,Tech,Communication,Music,Extrovert,86,AI Engineer,Private
100,Commerce,Communication,Music,Introvert,133,Auditor,Private
95,Tech,Coding,Sports,Introvert,106,Software Engineer,Private
65,Medical,Analysis,Sports,Ambivert,90,Surgeon,Private
95,Arts,Analysis,Reading,Introvert,109,Animator,Private
65,Tech,Creativity,Reading,Ambivert,132,AI Engineer,Private
77,Medical,Coding,Drawing,Introvert,80,Nurse,Private
68,Medical,Analysis,Sports,Extrovert,118,Doctor,Private
100,Commerce,Creativity,Reading,Extrovert,129,Chartered Accountant,Private
97,Arts,Analysis,Music,Ambivert,137,Animator,Private
99,Medical,Coding,Sports,Extrovert,121,Surgeon,Private
63,Arts,Communication,Gaming,Ambivert,117,Designer,Private
62,Commerce,Creativity,Drawing,Extrovert,110,Bank Officer,Public
57,Tech,Analysis,Music,Ambivert,139,Web Developer,Private
60,Commerce,Coding,Sports,Extrovert,134,Financial Analyst,Private
58,Arts,Coding,Sports,Introvert,138,Civil Services,Public
80,Medical,Analysis,Reading,Extrovert,98,Surgeon,Private
56,Tech,Creativity,Reading,Ambivert,109,Web Developer,Private
61,Medical,Analysis,Reading,Introvert,132,Surgeon,Private
69,Arts,Creativity,Reading,Introvert,130,Designer,Private
65,Medical,Communication,Reading,Introvert,124,Nurse,Private
87,Commerce,Creativity,Drawing,Introvert,97,Financial Analyst,Private
57,Medical,Communication,Reading,Ambivert,130,Surgeon,Private
99,Medical,Analysis,Drawing,Extrovert,123,Nurse,Private
68,Medical,Communication,Sports,Introvert,83,Nurse,Private
93,Arts,Coding,Sports,Ambivert,105,Civil Services,Public
83,Commerce,Analysis,Gaming,Introvert,83,Chartered Accountant,Private
82,Commerce,Communication,Music,Ambivert,101,Auditor,Private
52,Arts,Communication,Drawing,Extrovert,125,Animator,Private
98,Commerce,Coding,Drawing,Extrovert,132,Chartered Accountant,Private
66,Tech,Analysis,Gaming,Extrovert,85,Government IT Officer,Public
84,Tech,Coding,Gaming,Introvert,130,Software Engineer,Private
60,Arts,Creativity,Sports,Ambivert,129,Writer,Private
75,Tech,Coding,Reading,Extrovert,94,Government IT Officer,Public
81,Tech,Creativity,Sports,Introvert,135,Government IT Officer,Public
91,Commerce,Creativity,Sports,Extrovert,115,Bank Officer,Public
57,Commerce,Analysis,Reading,Introvert,125,Financial Analyst,Private
50,Arts,Communication,Reading,Ambivert,112,Designer,Private
65,Commerce,Coding,Sports,Ambivert,104,Chartered Accountant,Private
73,Commerce,Creativity,Reading,Ambivert,107,Financial Analyst,Private
96,Medical,Creativity,Reading,Introvert,115,Doctor,Private
59,Commerce,Analysis,Drawing,Introvert,123,Chartered Accountant,Private
66,Arts,Communication,Sports,Ambivert,139,Civil Services,Public
75,Commerce,Analysis,Gaming,Ambivert,137,Auditor,Private
71,Tech,Coding,Reading,Extrovert,80,Government IT Officer,Public
70,Medical,Creativity,Drawing,Extrovert,106,Government Doctor,Public
90,Medical,Communication,Gaming,Ambivert,96,Surgeon,Private
70,Tech,Coding,Reading,Ambivert,121,AI Engineer,Private
69,Medical,Coding,Music,Ambivert,85,Nurse,Private
85,Medical,Creativity,Sports,Ambivert,129,Surgeon,Private
99,Tech,Creativity,Music,Extrovert,111,Government IT Officer,Public
85,Commerce,Analysis,Sports,Ambivert,136,Chartered Accountant,Private
52,Tech,Communication,Drawing,Introvert,136,Web Developer,Private
74,Arts,Coding,Drawing,Introvert,127,Designer,Private
91,Medical,Communication,Music,Ambivert,133,Nurse,Private
65,Arts,Coding,Reading,Ambivert,92,Writer,Private
65,Arts,Creativity,Sports,Ambivert,95,Civil Services,Public
72,Tech,Coding,Gaming,Ambivert,128,Government IT Officer,Public
53,Arts,Analysis,Reading,Introvert,108,Civil Services,Public
54,Medical,Coding,Gaming,Ambivert,108,Surgeon,Private
54,Tech,Communication,Sports,Extrovert,126,AI Engineer,Private
50,Arts,Coding,Reading,Introvert,88,Civil Services,Public
74,Commerce,Coding,Drawing,Introvert,107,Auditor,Private
60,Tech,Analysis,Sports,Introvert,136,Software Engineer,Private
88,Tech,Creativity,Music,Ambivert,123,AI Engineer,Private
85,Commerce,Creativity,Music,Introvert,84,Chartered Accountant,Private
76,Medical,Communication,Reading,Ambivert,129,Surgeon,Private
57,Medical,Coding,Gaming,Ambivert,125,Government Doctor,Public
90,Tech,Analysis,Gaming,Introvert,122,Software Engineer,Private
82,Medical,Creativity,Drawing,Introvert,126,Government Doctor,Public
70,Tech,Coding,Drawing,Introvert,132,Government IT Officer,Public
64,Tech,Creativity,Reading,Extrovert,131,Software Engineer,Private
74,Tech,Communication,Sports,Ambivert,109,Software Engineer,Private
66,Tech,Creativity,Drawing,Introvert,132,Software Engineer,Private
50,Medical,Communication,Reading,Introvert,134,Surgeon,Private
76,Arts,Communication,Reading,Extrovert,92,Designer,Private
64,Arts,Coding,Gaming,Extrovert,110,Civil Services,Public
61,Arts,Creativity,Music,Introvert,98,Designer,Private
65,Tech,Communication,Reading,Ambivert,83,Software Engineer,Private
86,Medical,Creativity,Reading,Ambivert,125,Government Doctor,Public
68,Commerce,Analysis,Reading,Introvert,118,Financial Analyst,Private
50,Arts,Analysis,Reading,Ambivert,112,Writer,Private
88,Commerce,Coding,Reading,Ambivert,122,Auditor,Private
97,Medical,Creativity,Reading,Introvert,97,Surgeon,Private
81,Tech,Analysis,Reading,Ambivert,139,AI Engineer,Private
63,Arts,Analysis,Drawing,Introvert,96,Writer,Private
53,Commerce,Coding,Drawing,Introvert,136,Chartered Accountant,Private
97,Commerce,Coding,Drawing,Ambivert,85,Chartered Accountant,Private
68,Arts,Coding,Sports,Ambivert,117,Civil Services,Public
86,Arts,Creativity,Drawing,Ambivert,86,Animator,Private
82,Tech,Analysis,Reading,Ambivert,103,Software Engineer,Private
94,Tech,Creativity,Gaming,Introvert,125,AI Engineer,Private
50,Tech,Creativity,Reading,Extrovert,97,Software Engineer,Private
79,Medical,Analysis,Gaming,Extrovert,120,Doctor,Private
79,Medical,Coding,Gaming,Ambivert,92,Surgeon,Private
53,Arts,Communication,Gaming,Extrovert,133,Writer,Private
92,Commerce,Analysis,Sports,Ambivert,88,Auditor,Private
61,Medical,Coding,Gaming,Introvert,117,Government Doctor,Public
89,Commerce,Coding,Drawing,Ambivert,85,Financial Analyst,Private
95,Medical,Creativity,Gaming,Extrovert,105,Surgeon,Private
64,Arts,Coding,Sports,Ambivert,88,Designer,Private
58,Tech,Communication,Gaming,Introvert,131,Government IT Officer,Public
78,Commerce,Analysis,Gaming,Introvert,95,Chartered Accountant,Private
70,Tech,Creativity,Reading,Introvert,135,Government IT Officer,Public
55,Tech,Coding,Sports,Ambivert,107,Software Engineer,Private
58,Medical,Communication,Sports,Extrovert,136,Doctor,Private
77,Medical,Creativity,Sports,Extrovert,96,Nurse,Private
79,Tech,Analysis,Reading,Ambivert,136,AI Engineer,Private
59,Commerce,Communication,Gaming,Extrovert,127,Chartered Accountant,Private
69,Commerce,Creativity,Sports,Introvert,118,Bank Officer,Public
53,Commerce,Communication,Gaming,Introvert,101,Financial Analyst,Private
88,Arts,Creativity,Reading,Extrovert,101,Designer,Private
73,Arts,Analysis,Drawing,Extrovert,82,Animator,Private
89,Arts,Communication,Sports,Ambivert,136,Designer,Private
50,Tech,Creativity,Reading,Introvert,100,AI Engineer,Private
93,Arts,Communication,Drawing,Extrovert,86,Writer,Private
61,Arts,Coding,Gaming,Extrovert,81,Animator,Private
88,Commerce,Analysis,Drawing,Extrovert,118,Bank Officer,Public
83,Arts,Communication,Music,Introvert,81,Civil Services,Public
92,Medical,Coding,Music,Ambivert,124,Surgeon,Private
57,Medical,Communication,Reading,Introvert,87,Surgeon,Private
89,Medical,Coding,Reading,Extrovert,134,Doctor,Private
79,Arts,Coding,Sports,Ambivert,123,Civil Services,Public
85,Tech,Communication,Drawing,Ambivert,80,Government IT Officer,Public
78,Arts,Coding,Drawing,Extrovert,124,Animator,Private
71,Tech,Communication,Sports,Extrovert,101,AI Engineer,Private
50,Commerce,Communication,Gaming,Extrovert,100,Financial Analyst,Private
86,Arts,Analysis,Music,Extrovert,109,Animator,Private
74,Medical,Coding,Gaming,Extrovert,100,Doctor,Private
88,Arts,Creativity,Sports,Ambivert,116,Animator,Private
73,Commerce,Communication,Gaming,Ambivert,109,Auditor,Private
91,Arts,Creativity,Gaming,Extrovert,140,Writer,Private
65,Commerce,Communication,Reading,Extrovert,112,Financial Analyst,Private
88,Arts,Analysis,Reading,Extrovert,90,Civil Services,Public
64,Commerce,Creativity,Sports,Ambivert,127,Bank Officer,Public
97,Medical,Coding,Gaming,Extrovert,92,Government Doctor,Public
64,Commerce,Creativity,Sports,Introvert,114,Chartered Accountant,Private
68,Medical,Communication,Drawing,Ambivert,111,Doctor,Private
73,Commerce,Communication,Gaming,Introvert,90,Auditor,Private
56,Tech,Communication,Sports,Extrovert,136,Web Developer,Private
99,Medical,Creativity,Sports,Introvert,83,Nurse,Private
53,Commerce,Coding,Reading,Ambivert,95,Chartered Accountant,Private
54,Commerce,Analysis,Music,Introvert,110,Auditor,Private
61,Tech,Analysis,Sports,Extrovert,103,Government IT Officer,Public
90,Tech,Communication,Drawing,Ambivert,109,Web Developer,Private
85,Commerce,Coding,Gaming,Introvert,112,Auditor,Private
66,Tech,Creativity,Music,Introvert,97,Web Developer,Private
54,Tech,Coding,Music,Extrovert,128,Web Developer,Private
87,Medical,Creativity,Reading,Introvert,135,Government Doctor,Public
80,Arts,Coding,Reading,Extrovert,91,Writer,Private
100,Arts,Coding,Reading,Ambivert,136,Animator,Private
71,Commerce,Coding,Drawing,Introvert,118,Bank Officer,Public
59,Medical,Coding,Reading,Introvert,93,Doctor,Private
83,Medical,Analysis,Reading,Ambivert,106,Surgeon,Private
88,Arts,Coding,Reading,Introvert,115,Civil Services,Public
72,Arts,Analysis,Gaming,Ambivert,87,Designer,Private
69,Medical,Coding,Reading,Introvert,129,Surgeon,Private
75,Tech,Coding,Sports,Introvert,103,AI Engineer,Private
96,Medical,Coding,Reading,Ambivert,83,Doctor,Private
60,Medical,Communication,Music,Introvert,118,Government Doctor,Public
97,Tech,Analysis,Gaming,Extrovert,99,Software Engineer,Private
94,Arts,Coding,Sports,Extrovert,137,Writer,Private
51,Medical,Creativity,Sports,Ambivert,92,Surgeon,Private
91,Arts,Coding,Gaming,Introvert,136,Civil Services,Public
98,Tech,Creativity,Gaming,Introvert,130,AI Engineer,Private
70,Arts,Communication,Gaming,Introvert,129,Civil Services,Public
73,Tech,Coding,Music,Ambivert,113,AI Engineer,Private
81,Arts,Communication,Reading,Introvert,85,Civil Services,Public
98,Commerce,Communication,Drawing,Introvert,104,Bank Officer,Public
82,Commerce,Creativity,Sports,Introvert,82,Auditor,Private
96,Tech,Coding,Sports,Introvert,132,Web Developer,Private
70,Medical,Coding,Sports,Extrovert,102,Government Doctor,Public
62,Tech,Analysis,Gaming,Ambivert,111,Web Developer,Private
53,Medical,Analysis,Music,Ambivert,126,Doctor,Private
92,Commerce,Analysis,Drawing,Introvert,107,Financial Analyst,Private
65,Tech,Creativity,Music,Introvert,91,AI Engineer,Private
89,Medical,Communication,Reading,Ambivert,132,Doctor,Private
64,Medical,Communication,Drawing,Extrovert,94,Doctor,Private
65,Medical,Creativity,Drawing,Introvert,95,Nurse,Private
55,Arts,Coding,Sports,Ambivert,123,Animator,Private
87,Medical,Creativity,Gaming,Extrovert,134,Surgeon,Private
80,Arts,Creativity,Gaming,Extrovert,103,Animator,Private
89,Arts,Analysis,Sports,Introvert,110,Civil Services,Public
82,Medical,Creativity,Music,Introvert,88,Government Doctor,Public
90,Medical,Coding,Sports,Extrovert,84,Surgeon,Private
61,Medical,Coding,Sports,Introvert,83,Nurse,Private
77,Arts,Coding,Music,Ambivert,119,Designer,Private
68,Medical,Communication,Sports,Ambivert,140,Surgeon,Private
66,Arts,Communication,Drawing,Extrovert,110,Designer,Private
79,Arts,Coding,Sports,Ambivert,137,Designer,Private
66,Arts,Coding,Sports,Extrovert,120,Animator,Private
85,Tech,Creativity,Sports,Extrovert,134,AI Engineer,Private
59,Arts,Communication,Reading,Introvert,115,Designer,Private
86,Tech,Creativity,Drawing,Introvert,116,Government IT Officer,Public
100,Medical,Creativity,Drawing,Ambivert,101,Surgeon,Private
57,Arts,Analysis,Music,Ambivert,108,Civil Services,Public
87,Commerce,Analysis,Music,Ambivert,127,Financial Analyst,Private
75,Medical,Communication,Reading,Extrovert,131,Government Doctor,Public
100,Commerce,Analysis,Music,Extrovert,117,Auditor,Private
85,Arts,Creativity,Sports,Ambivert,120,Writer,Private
85,Medical,Analysis,Music,Introvert,129,Surgeon,Private
79,Medical,Analysis,Sports,Extrovert,138,Nurse,Private
74,Medical,Analysis,Reading,Ambivert,119,Doctor,Private
61,Tech,Coding,Reading,Ambivert,82,Government IT Officer,Public
58,Medical,Communication,Music,Introvert,83,Government Doctor,Public
60,Arts,Communication,Drawing,Extrovert,125,Writer,Private
99,Tech,Communication,Music,Ambivert,99,AI Engineer,Private
100,Arts,Creativity,Gaming,Extrovert,109,Civil Services,Public
95,Commerce,Creativity,Sports,Extrovert,82,Auditor,Private
54,Tech,Communication,Music,Ambivert,129,Web Developer,Private
63,Arts,Creativity,Drawing,Introvert,91,Writer,Private
75,Commerce,Coding,Drawing,Ambivert,83,Financial Analyst,Private
84,Tech,Creativity,Gaming,Ambivert,84,Government IT Officer,Public
60,Arts,Creativity,Reading,Extrovert,80,Civil Services,Public
54,Commerce,Coding,Drawing,Introvert,80,Financial Analyst,Private
86,Medical,Creativity,Drawing,Ambivert,128,Surgeon,Private
88,Medical,Coding,Sports,Introvert,93,Surgeon,Private
82,Medical,Communication,Drawing,Extrovert,135,Nurse,Private
79,Tech,Coding,Music,Introvert,113,Government IT Officer,Public
82,Arts,Communication,Sports,Ambivert,136,Writer,Private
72,Medical,Creativity,Reading,Ambivert,119,Surgeon,Private
76,Medical,Coding,Gaming,Extrovert,124,Doctor,Private
74,Medical,Coding,Music,Introvert,135,Doctor,Private
82,Arts,Analysis,Music,Extrovert,103,Designer,Private
53,Tech,Communication,Gaming,Ambivert,100,Web Developer,Private
69,Commerce,Coding,Music,Introvert,109,Chartered Accountant,Private
98,Arts,Creativity,Music,Ambivert,82,Writer,Private
91,Commerce,Analysis,Music,Introvert,104,Auditor,Private
73,Arts,Coding,Reading,Extrovert,123,Writer,Private
67,Arts,Creativity,Sports,Ambivert,93,Designer,Private
83,Arts,Analysis,Reading,Extrovert,140,Writer,Private
56,Tech,Coding,Drawing,Introvert,109,AI Engineer,Private
67,Arts,Coding,Gaming,Ambivert,82,Animator,Private
96,Medical,Analysis,Sports,Introvert,93,Government Doctor,Public
89,Commerce,Creativity,Music,Extrovert,110,Financial Analyst,Private
61,Tech,Creativity,Gaming,Introvert,112,Government IT Officer,Public
79,Medical,Communication,Drawing,Ambivert,115,Doctor,Private
98,Commerce,Creativity,Reading,Extrovert,105,Auditor,Private
73,Tech,Creativity,Gaming,Ambivert,125,Software Engineer,Private
99,Medical,Coding,Music,Ambivert,133,Surgeon,Private
64,Tech,Communication,Music,Introvert,113,Web Developer,Private
87,Medical,Communication,Gaming,Ambivert,99,Government Doctor,Public
60,Medical,Coding,Gaming,Extrovert,87,Surgeon,Private
75,Commerce,Coding,Gaming,Introvert,103,Bank Officer,Public
90,Medical,Creativity,Reading,Extrovert,98,Government Doctor,Public
72,Commerce,Analysis,Music,Extrovert,134,Financial Analyst,Private
82,Arts,Communication,Sports,Ambivert,106,Designer,Private
83,Arts,Analysis,Reading,Ambivert,113,Civil Services,Public
83,Commerce,Coding,Reading,Extrovert,90,Bank Officer,Public
100,Arts,Creativity,Music,Ambivert,84,Animator,Private
83,Tech,Coding,Gaming,Ambivert,135,Software Engineer,Private
86,Commerce,Creativity,Music,Ambivert,94,Financial Analyst,Private
69,Medical,Analysis,Drawing,Extrovert,115,Government Doctor,Public
93,Medical,Analysis,Sports,Extrovert,133,Nurse,Private
62,Arts,Communication,Gaming,Ambivert,137,Designer,Private
66,Tech,Creativity,Reading,Ambivert,135,Government IT Officer,Public
55,Medical,Creativity,Sports,Ambivert,99,Surgeon,Private
60,Arts,Analysis,Music,Ambivert,103,Designer,Private
82,Medical,Coding,Drawing,Ambivert,139,Surgeon,Private
97,Tech,Analysis,Sports,Introvert,83,AI Engineer,Private
62,Tech,Analysis,Gaming,Introvert,97,AI Engineer,Private
87,Commerce,Analysis,Gaming,Ambivert,94,Chartered Accountant,Private
71,Medical,Analysis,Music,Extrovert,135,Government Doctor,Public
79,Arts,Coding,Music,Ambivert,109,Writer,Private
55,Arts,Creativity,Reading,Ambivert,103,Designer,Private
69,Medical,Analysis,Drawing,Introvert,81,Doctor,Private
90,Medical,Coding,Reading,Ambivert,106,Government Doctor,Public
58,Commerce,Communication,Gaming,Ambivert,87,Bank Officer,Public
80,Arts,Analysis,Reading,Extrovert,88,Writer,Private
81,Commerce,Creativity,Music,Extrovert,83,Financial Analyst,Private
64,Medical,Analysis,Gaming,Ambivert,101,Government Doctor,Public
76,Commerce,Analysis,Music,Extrovert,80,Bank Officer,Public
83,Medical,Coding,Gaming,Introvert,92,Doctor,Private
73,Tech,Analysis,Gaming,Introvert,94,Web Developer,Private
